,Name_of_Project,Description,Structural_sbard,Vague_both,Anaphoric_taphsir
927,1999_tcs,"TCS shall provide the capability to monitor AV adherence to the uplinked mission plan, detecting any deviations greater than 10% from projected flight path, and notifying the operator if deviations are detected. [SSS141]",1,1,0
928,1999_tcs,TCS shall provide the capability to monitor the status of all AV subsystems reporting status. [SSS142],1,1,0
929,1999_tcs,"The TCS shall display the AV status, to include but not be limited to the AV location and flight and avionics system status. [SSS143]",1,1,0
930,1999_tcs,"When the data link is interrupted, the TCS shall present the last known AV status values and the time at which the last values were reported. [SSS144]",1,0,0
931,1999_tcs,"The TCS shall be capable of displaying fuel parameters to the operator to include as a minimum, remaining fuel, flow rate, and bingo fuel. [SSS145] Bingo fuel is the minimum amount of fuel necessary to return to the designated Recovery site with reserve fuel.",1,1,0
932,1999_tcs,"The TCS shall compute the estimated position of the AV during Loss of Link (LOL) based upon the last known AV position and anticipated flight path based on current flight mode (e.g. flight route plan mode, emergency flight route plan mode, maintain current heading mode). [SSS146]",1,0,0
933,1999_tcs,TCS shall display a LOL timer to the operator initiating a LOL onset. [SSS536],1,0,0
934,1999_tcs,The TCS shall be capable of being interoperable with the installed payloads across the 5 levels of UAV interaction. [SSS012],1,1,0
935,1999_tcs,The TCS will have the capability to control and monitor the AV payload(s). [SSS147],1,1,0
936,1999_tcs,The TCS shall have the capability to receive data from and control payloads on an AV that is being controlled from another TCS. [SSS148],1,1,0
937,1999_tcs,The TCS shall provide the necessary system capabilities required for payload control beyond line of sight via uplink command of two air vehicles of the same type using sequential communication techniques. [SSS149] Sequential communication means alternatively communicating with one air vehicle and then the other. Current air vehicle design does not permit concurrent communications with two air vehicles at the same time.,1,1,0
938,1999_tcs,"The TCS shall receive, process, and present payload data to the operator so that the status of the payload can be determined. [SSS151]",1,0,0
939,1999_tcs,The TCS shall permit the operator to control the payload using all methods supported by the payload installed in the selected AV. [SSS152],1,0,0
940,1999_tcs,The TCS shall provide a graphical user interface display for the purpose of controlling the payload. [SSS153],1,0,0
941,1999_tcs,The TCS shall provide override of payload automated as well as preprogrammed inputs. [SSS154],0,1,0
942,1999_tcs,TCS shall provide the capability to monitor payload adherence to the uplinked mission plan. [SSS155],1,1,0
943,1999_tcs,The TCS shall display the current search footprint and the search history of the payload on the map. [SSS157],1,0,0
944,1999_tcs,The TCS shall have the capability to simultaneously control and monitor a line-of-sight as well as a BLOS data terminal. [SSS158],1,1,0
945,1999_tcs,The TCS shall provide the system functionality necessary to record data obtained via the data link. [SSS527],1,1,0
946,1999_tcs,"The TCS shall be capable of interfacing with the specified data terminal and issuing data link terminal commands required to establish, control, and maintain the data link with a selected AV. [SSS159]",0,1,0
947,1999_tcs,"Data terminal control shall include, but is not limited to, antenna pointing control, transmitter control, and receiver control. [SSS160]",1,1,0
948,1999_tcs,The TCS shall be capable of automatically selecting the proper mode of operation for the selected data terminal. [SSS161],1,1,0
949,1999_tcs,"As a minimum the TCS LOS data terminal control modes shall include acquisition, autotrack, search, manual point, omni directional, as well as directional modes of operation, if applicable to the selected data link. [SSS162]",1,1,0
950,1999_tcs,"The operator shall be able to manually override any automatic data terminal control mode selection if desired, except during Emission Control (EMCON) and Hazards of Electromagnetic Radiation to Ordnance (HERO) conditions. [SSS163]",1,0,0
951,1999_tcs,The TCS shall support a LOS data link and SATCOM data link capability. [SSS164],0,1,0
952,1999_tcs,"For shipboard operations, the TCS shall provide the capability to switch to a second LOS antenna, if a second antenna is available, when desired (e.g. the currently active antenna is masked by shipboard obstructions). [SSS116]",1,1,0
953,1999_tcs,"The TCS shall provide the capability to switch to a SATellite COMmunication (SATCOM) antenna, if the selected AV has SATCOM capability, when desire (e.g. the AV proceeds beyond LOS range as well as when LOS is obstructed). [SSS117]",1,1,0
954,1999_tcs,The TCS shall provide an interactive display for the purpose of controlling the data link terminal. [SSS165],0,1,0
955,1999_tcs,"The TCS shall provide automatic pointing commands for directional antennas [SSS167], and shall allow for the manual pointing of directional antennas when desired by the operator [SSS168].",1,0,0
956,1999_tcs,The TCS shall be capable of positioning antennas to maintain LOS as well as SATCOM. [SSS170],0,1,0
957,1999_tcs,"The TCS shall incorporate antenna pedestal 3 -axis stabilization to compensate for platform (e.g. ship, or HMMWV) motion, if applicable. [SSS557]",1,0,0
958,1999_tcs,The TCS shall be capable of automatically controlling the transmitter and receiver functions of the selected data terminal. [SSS171],0,1,0
960,1999_tcs,The TCS shall be capable of automatically controlling the transmitter and receiver modes of the selected data terminal. [SSS173],0,1,0
962,1999_tcs,The TCS shall be capable of automatically controlling the transmitter and receiver frequencies of the selected data terminal. [SSS175],0,1,0
965,1999_tcs,The TCS shall be capable of monitoring and displaying the signal strength of the received and transmitted signals for the selected data terminal. [SSS178],1,1,0
966,1999_tcs,The TCS shall be capable of monitoring and displaying the signal quality of the received and transmitted signals for the selected data terminal. [SSS179],1,1,0
967,1999_tcs,The TCS shall be capable of presenting to the operator a visual depiction of the minimum and maximum data link operational ranges. [SSS180],1,1,0
968,1999_tcs,"The TCS will have the functionality necessary to manage all aspects of payload product handling to include receiving, processing, displaying, and performing limited exploitation. The payload product includes the payload sensor output and the appropriate AV and payload telemetry data.",1,1,0
969,1999_tcs,"The TCS shall have the functionality to process payload product data from Electro Optical (EO), Infrared (IR), and Synthetic Aperture Radar (SAR) payloads. [SSS182] This functionality, as a minimum, shall include: formatting, storing, internally routing, and recording the video [SSS190]; creating and storing a freeze frame of the video [SSS191]; retrieving and displaying the video [SSS192]; printing a hard copy of freeze frame video [SSS193]; and processing digital imagery for export and dissemination [SSS194]. Payload data includes the digital and analog imagery and associated telemetry sent to the TCS from each of these payloads.",1,1,0
